Marca de temps,Localitat,Data,Categoria,"En cas d'altres, quina?","Nom de l'activitat ","Companyia, artista",Lloc,Llengua de l'activitat,Preu,Regidoria organitzadora,Llengua de la publicitat,Font,Persona que ha introduït les dades,,,Estructura dades,Observacions estructura dades
08/02/2024 10:50:55,València,05/11/2023,Música,,Concert de banda,COSOMUVAL,Els Orriols,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 11:56:56,València,05/11/2023,Música,,Concert de banda,COSOMUVAL,Sant Isidre,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 12:22:59,València,05/11/2023,Música,,Concert de banda,COSOMUVAL,Torrefiel,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 9:49:23,València,05/11/2023,Dansa,,Dansa contemporània amb col·loqui,Jove Companyia Gerdard Collins,Amfiteatre del parc de Benicalap,Activitat sense llengua,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 12:19:26,València,05/11/2023,Teatre,,Intramontabile,Xel Curiel i Franceso d'Angelo,Les tendetes,No hi ha informació,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 10:31:11,València,05/11/2023,Altres,Màgia,Màgia i humor,Piter Pardo,Marxalenes,No hi ha informació,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
08/02/2024 10:18:44,València,05/11/2023,Monòlegs,,Monòleg,Óscar Tramoyeres,La Llum,No hi ha informació,,Cultura,Valencià/català,https://cultural.valencia.es/wp-content/uploads/2023/09/PROGRAMA-COMPLETO-CULTURA-ALS-BARRIS-2023-1.pdf,Irene,,,,
23/02/2024 9:46:20,Xàtiva,05/11/2023,Altres,Visita guiada ,"«XÀTIVA, CIUTAT NATAL DELS BORJA»",Dulces Campos I Departament de Promoció Econòmica.,Plaça Sant Pere,"Valencià/català, Espanyol",2 euros,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://xativaturismo.com/val/event/xativa-ciutat-natal-dels-borja-valencia-i-castella/,Christian,,,,
11/03/2024 19:18:31,Puçol,05/11/2023,Cinema,,Tortugas Ninja: Caos Mutante,,Casa de la Cultura,Espanyol,3 euros,Cultura,Espanyol,https://casacultura.net/event/cine-las-tortugas-ninja-caos-mutante/,Christian,,,,
13/03/2024 15:16:50,Canals,05/11/2023,Teatre,,La màquina de Rube Goldberg,Escalante,Centre Cultural Calitx III,Valencià/català,4 euros,Cultura,Valencià/català,https://www.facebook.com/photo?fbid=712684940891967&set=pcb.712684997558628&locale=ca_ES,Christian,,,,
13/03/2024 15:27:32,Canals,05/11/2023,Lectura en veu alta,,El oso de la luna creciente,Vida Holística,Centre Jove,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/photo/?fbid=714727274021067&set=a.290529919774140&locale=ca_ES,Christian,,,,
27/02/2024 9:58:51,Manises,06/11/2023,Altres,Voluntariat,Voluntariat pel valencià,Escola Valenciana,Ajuntament de Manises,Valencià/català,,Altres,Valencià/català,https://www.facebook.com/Ajuntament.de.Manises,Christian,,,,
06/03/2024 9:41:20,Oliva,06/11/2023,Club de lectura,,El amor en los tiempos de cólera,Gabriel García Márquez,Biblioteca Tamarit,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentOliva/?locale=ca_ES,Irene,,,,
07/02/2024 11:48:23,Sagunt,06/11/2023,Cinema,,"documental ""KAYROS""", Comité de Bioética Asistencial del Departamento de Salud de Sagunto,Casa de la cultura,Espanyol,,Altres,Espanyol,https://www.facebook.com/asociacion.cultural.nautilus.puerto.sagunto,Christian,,,,
04/03/2024 9:07:46,Torrent,06/11/2023,Teatre,,Sobrassada planxa,Josep Enric Ferriols i Monrabal,Ajuntament,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://torrent.es/wp-content/uploads/2023/09/Teatre-Faller-CALENDARIO-TEATRO-JUVENIL-23-24.pdf,Irene,,,,
07/02/2024 10:28:07,València,06/11/2023,Exposició,,Dones lectores,Vicent Palomares,Biblioteca del Cabanyal - el Canyamelar Casa de la Reina,No hi ha informació,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
12/02/2024 11:53:02,Alzira,07/11/2023,Conferència,,Diàlegs sobre la masculinitat,,Casa de la Cultura,Valencià/català,,Igualtat,Valencià/català,https://www.facebook.com/AjuntAlzira/?locale=ca_ES,Irene,,,,
01/03/2024 8:50:57,Benaguasil,07/11/2023,Conferència,,EL CICLO DE LA VIOLENCIA: Conocer para vivir,"Araceli Albiol, Alba Silvestre y Nairoby Reboso ",Espai de la dona,Espanyol,,Igualtat,Espanyol,https://www.facebook.com/photo/?fbid=735577785269956&set=a.298402862320786,Christian,,,,
07/02/2024 12:02:19,Sagunt,07/11/2023,Altres,Xarrada,Educar en igualdad para prevenir la violència de género,"Carmen López Suárez, doctora en educació, llicenciada en Pedgogia i Filosofia",Sala d'actes centre cívic del Port de Sagunt,Espanyol,,Igualtat,Valencià/català,https://www.facebook.com/photo?fbid=315909621190642&set=pcb.315909911190613,Christian,,,,
04/03/2024 9:09:41,Torrent,07/11/2023,Teatre,,"Nooo, per Déu",Àngeles Sánchez García,Ajuntament,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://torrent.es/wp-content/uploads/2023/09/Teatre-Faller-CALENDARIO-TEATRO-LARGA-23-24.pdf,Irene,,,,
07/02/2024 10:55:43,València,07/11/2023,Club de lectura,,Club familiar 1-3 anys,Rosa Garcia,Biblioteca de la Vega Baixa Maria Moliner,Valencià/català,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
07/02/2024 10:56:23,València,07/11/2023,Club de lectura,,Club familiar 4-7 anys,Rosa Garcia,Biblioteca de la Vega Baixa Maria Moliner,Valencià/català,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
07/02/2024 10:42:03,València,07/11/2023,Club de lectura,,Llegint a Teresa Pasqual,Cristina Delgado Moyano,Biblioteca de Sant Marcel·lí - Camí Real Clara Santiró i Font,Valencià/català,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
07/02/2024 10:54:51,València,07/11/2023,Club de lectura,,Naixem llegint,Rosa Garcia,Biblioteca de la Vega Baixa Maria Moliner,Valencià/català,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
29/02/2024 12:00:44,Vilamarxant,07/11/2023,Taller literari,,Taller de lectura i escriptura creativa,Antonio Gala,Casa de la Cultura,No hi ha informació,,Cultura,Bilingüe,https://www.facebook.com/photo/?fbid=665141442384589&set=a.262420029323401&locale=es_ES,Christian,,,,
11/03/2024 19:15:22,Puçol,07/11/2023,Cinema,,Golpe de suerte,Woody Allen,Casa de la Cultura,Espanyol,3 euros,Cultura,Espanyol,https://casacultura.net/event/cine-golpe-de-suerte/2023-11-07/,Christian,,,,
01/03/2024 8:56:26,Benaguasil,08/11/2023,Contacontes,,Cuentos científicos,Bibliotecaris,Biblioteca municipal,Espanyol,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=731483295679405&set=a.298402862320786,Christian,,,,
22/02/2024 9:50:31,Bunyol,08/11/2023,Altres,Taller pintura,Un otoño a pinceladas: Pintada mural,Angel Caballero Rioja,Calle Colón,Activitat sense llengua,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=724610753027211&set=a.289487716539519,Christian,,,,
13/02/2024 11:59:13,Carcaixent,08/11/2023,Contacontes,,La terra dels babaus,El ball de San Vito,Biblioteca Pública Municipal de Carcaixent,Valencià/català,,Cultura,Espanyol,https://www.bibliotecaspublicas.es/carcaixent/Actividades/Agenda/Contes-Ball-Sant-Vito.html,Irene,,,,
19/02/2024 10:41:18,Catarroja,08/11/2023,Activitats sobre patrimoni,, visites guiades a la bandera de la II República,,saló de Plens de plaça Llotgeta,Valencià/català,,Altres,Bilingüe,https://www.facebook.com/photo?fbid=702171488611682&set=a.617613713734127,Christian,,,,
19/02/2024 12:10:40,"Eliana, l´",08/11/2023,Cinema,,La Gran Ilusión ,"Óscar Hernández Campano, Ramón Alfonso",Sala Pep Torrent,Espanyol,,Cultura,Valencià/català,https://www.leliana.es/sites/www.leliana.es/files/02_AGENDA_NOVEMBRE_2023_web.pdf,Christian,,,,
09/02/2024 10:27:41,Llíria,08/11/2023,Club de lectura,,CONTAR I CANTAR: “LA POR ESPANTAR!”,Contes Kummerlin,Agència de Lectura,Valencià/català,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20noviembre%202023%20-2_0.pdf,Christian,,,,
01/03/2024 8:17:15,Paterna,08/11/2023,Cinema,,El favor,,Cinemes Kinépolis,Espanyol,,Cultura,Espanyol,https://www.facebook.com/ayuntamientodepaterna/,Irene,,,,
29/02/2024 13:19:06,Paterna,08/11/2023,Taller literari,,Umbral de Torii: introducción al haiku verdadero,José Antonio Olmedo,Centro Cívico Alborgí,Espanyol,,Cultura,Espanyol,https://www.facebook.com/ayuntamientodepaterna/,Irene,,,,
12/02/2024 10:27:43,Picanya,08/11/2023,Teatre,,La botigueta dels contes,Cashalada,Centre cultural,Valencià/català,,Cultura,Valencià/català,http://www.picanya.org/informacio/noticies/i/19817/481/la-botigueta-dels-contes,Irene,,,,
05/03/2024 9:58:22,Requena,08/11/2023,Conferència,,VINO Y SOCIEDAD,"Benno Herzog, Santiago Guerrero, Ángel E. Morales, David Quixal",Espacio Cultural Feliciano Antonio Yeves,Espanyol,,Cultura,Espanyol,https://www.facebook.com/photo/?fbid=847340634062987&set=a.526664726130581,Christian,,,,
07/02/2024 10:34:40,València,08/11/2023,Presentació llibre,,La condesa binaria,Marisa Alemany,Biblioteca de la Petxina - La Petxina,Espanyol,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
07/02/2024 10:48:43,València,08/11/2023,Contacontes,,Un mundo raro,Rebombori,Biblioteca de la Raiosa Germana de Foix,Espanyol,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
12/02/2024 11:57:36,Alzira,09/11/2023,Exposició,,Retrospectiva,Salvador Ausina,MUMA,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira/?locale=ca_ES,Irene,,,,
27/02/2024 11:56:59,Benifaió,09/11/2023,Presentació llibre,,Llibre: “Els noms dels pobles valencians. Origen i significat”,Abel Soler, Biblioteca Municipal de Benifaió,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=640869508256081&set=a.392401336436234,Christian,,,,
15/02/2024 10:47:37,Burjassot,09/11/2023,Presentació llibre,,La que más brilla eres tu,Tania María Jorques Moreno,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,https://www.burjassot.org/va/noticies/page/18/,Irene,,,,
19/02/2024 12:11:43,"Eliana, l´",09/11/2023,Contacontes,,ESTAMOS AQUÍ , OLIVER JEFFERS,Biblioteca,Espanyol,,Cultura,Valencià/català,https://www.leliana.es/sites/www.leliana.es/files/02_AGENDA_NOVEMBRE_2023_web.pdf,Christian,,,,
16/02/2024 10:14:35,Riba-roja del Túria,09/11/2023,Conferència,,Llegim als pobles,Máximo Huerta,Sala Noble del Castell,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/ribarroja.es/?locale=ca_ES,Irene,,,,
07/02/2024 12:10:32,Sagunt,09/11/2023,Cinema,,Projecció pel·lícula: Quatre raons ,Pedro Pérez-Rosado,Centre cutural Mario Monreal de Sagunt,Valencià/català,,"Cultura, Igualtat",Valencià/català,https://www.facebook.com/photo?fbid=315909621190642&set=pcb.315909911190613,Christian,,,,
04/03/2024 9:10:09,Torrent,09/11/2023,Teatre,,Noces de sang,Federico García Lorca,Ajuntament,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://torrent.es/wp-content/uploads/2023/09/Teatre-Faller-CALENDARIO-TEATRO-LARGA-23-24.pdf,Irene,,,,
07/02/2024 10:29:02,València,09/11/2023,Exposició,,Metamorfosis,Ana Isabel Tatay Romeu i Sabina Requena,Biblioteca de Patraix - Azorin,No hi ha informació,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
13/03/2024 15:20:21,Canals,09/11/2023,Cinema,,Un asunto real,Nikolaj Arcel,Centre Cultural Calitx III,Espanyol,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://www.facebook.com/photo?fbid=713166690843792&set=a.290529919774140&locale=ca_ES,Christian,,,,
13/02/2024 13:36:46,"Alcúdia, l'",10/11/2023,Monòlegs,,Ser dona,Xavi Navarro,Casa de la música,Valencià/català,,Cultura,Valencià/català,https://www.facebook.com/lalcudiadecrespins/?locale=es_ES,Irene,,,,
16/02/2024 13:48:32,Aldaia,10/11/2023,Teatre,,Greenpiss,Yllana,TAMA,Espanyol,,Cultura,Valencià/català,https://aldaia.es/cultura/tama-teatre-auditori/,Irene,,,,
05/03/2024 12:35:18,Alginet,10/11/2023,Teatre,,Las couchers,Las couchers,Teate Modern,Espanyol,3 euros,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=733173745521381&set=a.291754952996598,Christian,,,,
12/02/2024 12:02:26,Alzira,10/11/2023,Cinema,,20.000 especies de abejas,,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AjuntAlzira/?locale=ca_ES,Irene,,,,
08/03/2024 13:05:04,Benetússer,10/11/2023,Teatre,,Teatre 'Vierdingo',Vierdingo salir de fiesta de un viernes a un domingo) ,Centre Cultural El Molí,Espanyol,7 euros,Cultura,Valencià/català,https://www.benetusser.es/es/evento/programacio-cultural-cc-moli-teatre-vierdingo,Christian,,,,
21/02/2024 12:54:27,Carlet,10/11/2023,Música,,Madama Butterfly,Giacomo Puccini,Teatre Giner,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/AjuntamentdeCarlet/?locale=ca_ES,Irene,,,,
21/02/2024 9:34:10,Chiva,10/11/2023,Contacontes,,El samurai y los 3 gatos,Julian Despaigne,Biblioteca Municipal,Espanyol,,Cultura,Espanyol,https://www.facebook.com/ayuntamientodechiva/?locale=ca_ES,Irene,,,,
19/02/2024 12:12:47,"Eliana, l´",10/11/2023,Música,,CONCERTS SANTA CECÍLIA,COR DE LA UNIÓ MUSICAL L’ELIANA,Auditori Municipal,No hi ha informació,,Cultura,Valencià/català,https://www.leliana.es/sites/www.leliana.es/files/02_AGENDA_NOVEMBRE_2023_web.pdf,Christian,,,,
14/02/2024 12:13:06,Gandia,10/11/2023,Exposició,,Escriptors de l'any: valencians a l'exili,AVL,Biblioteca Central,Activitat sense llengua,,Cultura,Valencià/català,http://imabgandia.es/images/ciutat/Setmana_literaria/Desplegable_tardor_literaria2023.pdf,Irene,,,,
14/02/2024 12:12:18,Gandia,10/11/2023,Lectura en veu alta,,Homenatge a Tirant lo Blanc,,Plaça Rei En Jaume,Valencià/català,,Cultura,Valencià/català,http://imabgandia.es/images/ciutat/Setmana_literaria/Desplegable_tardor_literaria2023.pdf,Irene,,,,
29/02/2024 9:29:40,Godella,10/11/2023,Exposició,,Arte-3,,Villa Eugenia,Activitat sense llengua,,Cultura,Valencià/català,https://www.godella.es/va/pagina/calendari,Irene,,,,
09/02/2024 10:29:52,Llíria,10/11/2023,Presentació llibre,,PRESENTACIÓ DEL LLIBRE ‘IP31. LA FORÇA DEL RECORD ÉS LA CAPACITAT D’ESTIMAR’,Autor: Rafael Tormo Cuenca,Ca la Vila,Valencià/català,,Cultura,Valencià/català,https://www.lliria.es/sites/www.lliria.es/files/agenda%20cultural%20noviembre%202023%20-2_0.pdf,Christian,,,,
28/02/2024 19:39:03,Montserrat,10/11/2023,Cinema,,DUNE,Denis Villeneuve,Casa de la Cultura,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/AjMontserrat/?locale=ca_ES,Christian,,,,
28/02/2024 19:37:07,Montserrat,10/11/2023,Exposició,,EXPOSICIÓ INDUMENTÀRIA ANTIGA ,veïnat de Montserrat,Local d’El Pòsit ,Activitat sense llengua,,Cultura,Valencià/català,https://www.facebook.com/photo/?fbid=733701845461893&set=a.289228023242613&locale=ca_ES,Christian,,,,
01/03/2024 9:43:04,Ontinyent,10/11/2023,Cinema,,El Chico y la Garza,Hayao Miyazaki,El Teler,Espanyol,,Cultura,Valencià/català,https://www.ontinyent.es/va/noticia/22a-mostra-cinema-dontinyent-incloura-projeccio-9-pellicules-2-documentals?fbclid=IwAR0FXP1zE2NiBKDbx6hcJTuHRHO6g-myiFXUVw97qiZrCaJuUCdPO-R6RIU,Irene,,,,
01/03/2024 9:03:14,Ontinyent,10/11/2023,Teatre,,El circo de los valientes,La Maquiné,Sala Gomis,Espanyol,5 euros,Cultura,Valencià/català,https://www.ontinyent.es/sites/www.ontinyent.es/files/Fullet%20set.des_.2023.pdf,Irene,,,,
01/03/2024 9:04:06,Ontinyent,10/11/2023,Teatre,,Estación paraíso,La Maquiné,Sala Gomis,Espanyol,8 euros,Cultura,Valencià/català,https://www.ontinyent.es/sites/www.ontinyent.es/files/Fullet%20set.des_.2023.pdf,Irene,,,,
01/03/2024 9:44:40,Ontinyent,10/11/2023,Cinema,,La Fifla,Jordi Sebastià,El Teler,Valencià/català,,Cultura,Valencià/català,https://www.ontinyent.es/va/noticia/22a-mostra-cinema-dontinyent-incloura-projeccio-9-pellicules-2-documentals?fbclid=IwAR0FXP1zE2NiBKDbx6hcJTuHRHO6g-myiFXUVw97qiZrCaJuUCdPO-R6RIU,Irene,,,,
01/03/2024 9:45:06,Ontinyent,10/11/2023,Cinema,,Un dia com un altre,,El Teler,Valencià/català,,Cultura,Valencià/català,https://www.ontinyent.es/va/noticia/22a-mostra-cinema-dontinyent-incloura-projeccio-9-pellicules-2-documentals?fbclid=IwAR0FXP1zE2NiBKDbx6hcJTuHRHO6g-myiFXUVw97qiZrCaJuUCdPO-R6RIU,Irene,,,,
09/02/2024 12:18:22,Rafelbunyol,10/11/2023,Presentació llibre,,El corazón imprudente,Carmen Amoraga,Biblioteca municipal,Espanyol,,Cultura,Valencià/català,https://www.facebook.com/ajuntamentrafelbunyol/?locale=ca_ES,Irene,,,,
16/02/2024 10:17:38,Riba-roja del Túria,10/11/2023,Presentació llibre,,"Carlos, a ti quiero contarte",Carmen Cardona,Espai de la Dona,Espanyol,,Igualtat,Bilingüe,https://www.facebook.com/ribarroja.es/?locale=ca_ES,Irene,,,,
16/02/2024 10:18:53,Riba-roja del Túria,10/11/2023,Presentació llibre,,"Harca, harca, harca!",Ferran Navarro i Soriano,Centre Social,Valencià/català,,Cultura,Bilingüe,https://www.facebook.com/ribarroja.es/?locale=ca_ES,Irene,,,,
16/02/2024 9:19:13,Riba-roja del Túria,10/11/2023,Cinema,,Mercen4rios,,Auditorio Municipal,Espanyol,,Cultura,Espanyol,http://www.ribarroja.es/cine/18.00_y_22.00_h.__cine_mercen4rios/agenda/9007443/5932381,Irene,,,,
07/02/2024 13:04:14,Sagunt,10/11/2023,Cinema,,"Pel·lícula Chiara, Novembre negre","Director, JONAS CARPIGNANO","Casal Jove, Sala principal, Port de Sagunt ",Espanyol,,Altres,Espanyol,https://www.facebook.com/photo/?fbid=315898234525114&set=pcb.315900134524924,Christian,,,,
08/02/2024 11:54:00,Sant Antoni de Benaixeve,10/11/2023,Cinema,,Taller de CINE,"Ajuntament Sant Antoni de Benaixever, Conselleria d'Educació, Cultura i Esport","CEIP 8 D'abril, CEIP La Sabina",No hi ha informació,,"Cultura, Altres",Bilingüe,https://www.sanantoniodebenageber.es/es/noticia-evento/taller-de-cine?fbclid=IwAR2ZK1eGl-u3-7SaHm55QP_e17a6yzqJgDGMOyfio5YL_BaMGr3Z77j_QBY,Christian,,,,
08/02/2024 10:02:36,Sant Antoni de Benaixeve,10/11/2023,Altres,Taller,Taller PYSSLA y PULSERAS,"SABJOVE, Plan corresponsables",La casa de la juventud,No hi ha informació,,Joventut,Espanyol,https://static.wixstatic.com/media/7cf490_2f004131678145b3b88251c4a246f8a1~mv2.jpg,Christian,,,,
21/02/2024 10:40:35,Sedaví,10/11/2023,Presentació llibre,,"""Herederos de tu venganza""",Natalia Román ,Poliesportiu municipal,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/photo/?fbid=716239003867905&set=a.288330886658721,Christian,,,,
20/02/2024 10:37:17,Sueca,10/11/2023,Presentació llibre,,llibre El renacer del Ángel ,Tomás Cuesta Valero,Sala de conferències de la Biblioteca Municipal,No hi ha informació,,Cultura,Valencià/català,https://www.sueca.es/evento-pagina-aviso/programacio-cultural-del-mes-novembre?fbclid=IwAR2KVE1oWLK697dgXv0728H_-ycHMmlxWn7UfGNzdz7qem0Q3GpKYNxG1oo,Christian,,,,
22/02/2024 12:37:14,Torís,10/11/2023,Presentació llibre,,Kalun,Paula Notario Romero,Biblioteca Municipal,Espanyol,,Cultura,Bilingüe,https://www.facebook.com/ajuntamentdeturis/?locale=ca_ES,Irene,,,,
04/03/2024 9:08:57,Torrent,10/11/2023,Teatre,,Còmics,Inmaculada Guerrero,Ajuntament,Valencià/català,,En col·laboració o organitzat per una entitat ciutadana,Valencià/català,https://torrent.es/wp-content/uploads/2023/09/Teatre-Faller-CALENDARIO-TEATRO-JUVENIL-23-24.pdf,Irene,,,,
07/02/2024 10:50:05,València,10/11/2023,Contacontes,,Contacontes en aglés,Joh Cannings,Biblioteca del Grau - Constantí Llombart,Anglès,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
07/02/2024 10:36:46,València,10/11/2023,Presentació llibre,,Flores entre escombros,M. Carmen Aranda ,Biblioteca de la Petxina - La Petxina,Espanyol,,Cultura,Valencià/català,https://twitter.com/BMValencia/status/1720116208236736604/photo/1,Irene,,,,
